

Complete Listing of Engineering Electronics Shop Catalog             Page 1 OF 215         created on : 2018-02-20 18:00:00.390
 (with current #In Stock and Price for each part shown) 

MFG#            |CAT# |DESCRIPTION                                                     |TYPE#           |PRICE   |UNIT    |#IN
?               |14002|CABLE COMPUTER VIDEO DVI-D/DVI-D M-M DUAL LINK 25FT             |DVI-D-25FT      |  $24.95|EACH    |   5


Complete Listing of Engineering Electronics Shop Catalog             Page 1 OF 215         created on : 2018-02-20 18:00:00.699
 (with current #In Stock and Price for each part shown) 

MFG#            |CAT# |DESCRIPTION                                                     |TYPE#           |PRICE   |UNIT    |#IN

?               |14006|CABLE COMPUTER VIDEO DVI-D/DVI-D M-M DUAL LINK 50FT             |DVI-D-50FT      |  $39.95|EACH    |   1
DVIIDMM20       |13075|CABLE COMPUTER VIDEO DVI-I/DVI-I M-M DUAL LINK 20FT             |DVIIDMM20'      |  $29.95|EACH    |   0
?               |11037|CABLE COMPUTER VIDEO PREMIUM SVGA HDDB15M/M 3 COAX W/FERRITE 10'|SVGA10          |   $7.95|EACH    |  11
RGB/BNC6'       | 8862|CABLE COMPUTER VIDEO RGB DB15HD MALE/5BNC 6'                    |RGB/BNC         |  $15.00|EACH    |   1
?               |13400|CABLE COMPUTER VIDEO SVGA HDB15M/M 3 COAX WTH FERRITE 15'       |SVGA15          |   $9.95|EACH    |   6
?               |11045|CABLE COMPUTER VIDEO SVGA HDB15M/M 3 COAX WTH FERRITE 6'        |SVGA6           |   $6.95|EACH    |   5
?               |14197|CABLE COMPUTER VIDEO SVGA HDDB15M/M 100' 3 COAX                 |SVGA100         |  $29.95|EACH    |   2
??              |10294|CABLE COMPUTER VIDEO SVGA HDDB15M/M 3 COAX WITH FERRITE 25'     |SVGA25          |  $12.95|EACH    |   6
??              |10295|CABLE COMPUTER VIDEO SVGA HDDB15M/M 50' 3 COAX                  |SVGA50          |  $17.95|EACH    |   2
?               |12624|CABLE COMPUTER VIDEO VGA(M) TO DVI(M) 6'                        |VGA-DVI         |   $9.95|EACH    |   4
CVG15MM06B      | 8878|CABLE COMPUTER VIDEO VGA/SVGA DB15H M/M 6'                      |DB15HMM         |   $4.00|EACH    |   5
IEEE488-1M      | 8143|CABLE COMPUTER/INST  GPIB/GPIB IEEE488 1M                       |IEEE488-1M      |  $41.93|EACH    |   1
???             | 9389|CABLE COMPUTER/INST GPIB IEEE 488 3-METER                       |IEEE488         |  $47.53|EACH    |   1
?               |15934|CABLE CONNECTOR SET DF13 SERIES 1.25MM-SPACING 4P 20CM          |CONN-4P-1.25MM  |   $2.25|EACH    |   4
?               |15935|CABLE CONNECTOR SET DF13 SERIES 1.25MM-SPACING 5P 20CM          |CONN-5P-1.25MM  |   $2.40|EACH    |   8
?               |15936|CABLE CONNECTOR SET DF13 SERIES 1.25MM-SPACING 6P 20CM          |CONN-6P-1.25MM  |   $2.50|EACH    |   4
?               |15289|CABLE CONNECTOR SET JST W/WIRES AND HEADER .1" SPACING 3-PIN    |JST3PIN-CONSET  |   $1.50|EACH    |  91
?               |15642|CABLE CONNECTOR SET JST-S3B-PH TO HEADER CONNECTOR 3-PIN W/8" LE|JST-HEADER-3P   |   $2.95|EACH    |   8
8643            |10006|CABLE CONTROL/INSTRUMENTATION 3 COND 30 AWG                     |8643            |   $2.00|FOOT    | 100
5006            | 6237|CABLE COUMPTER SCSI 1/SCSI 1 CENT5O/CENT50 4M/M 6FT             |AA802           |   $9.79|EACH    |   2
?               |13302|CABLE DETACHABLE POWER SUPPLY CORD C13 16-3 9'10" 13A BLACK     |CORD16/3-10'    |   $9.95|EACH    |   0
?               | 4882|CABLE DETACHABLE POWER SUPPLY CORD C13 18-3 6' 10A              |IEC-PWR-CORD-6  |   $4.00|EACH    |  59
?               |15940|CABLE DETACHABLE POWER SUPPLY CORD C13 18-3 6' 10A USED         |IEC-PWR-CORD-U  |   $2.00|EACH    |  12
344002          |10236|CABLE DETACHABLE POWER SUPPLY CORD C13 18-3 6'7" 10A SVT JACKET |PSC2            |   $5.00|EACH    |   0
?               |14209|CABLE DIGITAL AUDIO FIBER OPTIC TOSLINK 10'                     |TOSLINK10'      |   $6.95|EACH    |   2
?               |10037|CABLE DIGITAL AUDIO FIBER OPTIC TOSLINK 3'                      |TOSLINK3'       |   $4.95|EACH    |   6
?               |11450|CABLE DIGITAL AUDIO FIBER OPTIC TOSLINK 6'                      |TOSLINK6'       |   $6.00|EACH    |   9
?               |12982|CABLE DIGITAL AUDIO FIBER OPTIC TOSLINK W/RCA VIDEO 6'          |TOSLINK/RCA-6   |   $8.95|EACH    |   8
DP2HDMM5MB      |15784|CABLE DISPLAYPORT 1.2 TO HDMI 4K ULTRA HD 16'                   |DP-HDMI-15'-4K  |  $37.95|EACH    |   0
?               |13882|CABLE DISPLAYPORT MALE TO DVI MALE 6'                           |DP-DVI-6'       |  $13.95|EACH    |   6
?               |14519|CABLE DISPLAYPORT MALE TO HDMI MALE GOLD 1920X1200 1080P 6'     |DP-HDMI-6'      |  $15.95|EACH    |   5
5325A           |11843|CABLE DMM TEST PROBE TO STACKING BANANA PLUG KIT                |5325A           |  $27.00|EACH    |   0
V266BLK         |14540|CABLE DUAL COAX RG6 CMX RATED SATELLITE 75OHM 3000MHZ           |CABLE-DUAL-RG6  |   $0.00|FOOT    | 500
?               |15939|CABLE DVI EXTRA ECS-SUPPLIED 6'                                 |DVI-CABLE-6'-P  |   $3.00|EACH    |  13
?               |12188|CABLE ETHERNET CAT6 75' SNAGLESS                                |CAT5E-75'       |  $12.95|EACH    |   7
WC9451          | 9483|CABLE EXPANDING COILED 5 CONDUCTOR 24AWG 20"/9'                 |9451            |   $5.00|EACH    |   4
502125-1        | 8272|CABLE FIBER  FDDI-ST 1METER                                     |502125-1        |  $47.00|EACH    |   8
A50FBLCLC10     |14116|CABLE FIBER 10G OM3 DUPLEX MULTIMODE 50/125 LC/LC 10M           |LC/LC-10G-10M   |  $28.03|EACH    |   0
?               |14309|CABLE FIBER 10G OM3 DUPLEX MULTIMODE 50/125 LC/LC 5M            |LC/LC-10G-5M    |  $16.95|EACH    |   0
?               |14115|CABLE FIBER 10G OM3 DUPLEX MULTIMODE 50/125 LC/LC 7M            |LC/LC-10G-7M    |  $23.99|EACH    |   5
SC-LC-MM5D100QN |14054|CABLE FIBER 10G OM3 DUPLEX MULTIMODE 50/125 LC/SC 100M          |LC/SC-10G-100M  | $219.01|EACH    |   0
?               |14102|CABLE FIBER 10G OM3 DUPLEX MULTIMODE 50/125 LC/SC 2M            |LC/SC-10G-2M    |  $22.95|EACH    |   0
?               |14052|CABLE FIBER 10G OM3 DUPLEX MULTIMODE 50/125 LC/SC 30M           |LC/SC-10G-30M   |  $44.95|EACH    |   0
?               |14053|CABLE FIBER 10G OM3 DUPLEX MULTIMODE 50/125 LC/SC 3M            |LC/SC-10G-3M    |  $19.95|EACH    |   1
?               |14082|CABLE FIBER 10G OM3 DUPLEX MULTIMODE 50/125 SC/SC 3M            |SC/SC-10G-3M    |  $15.65|EACH    |   0
?               |14023|CABLE FIBER 10G OM3 LC/LC MULTIMODE DUPLEX 50/125 10M           |LC-LC-10M       |  $29.95|EACH    |   0
?               |14024|CABLE FIBER 10G OM3 LC/LC MULTIMODE DUPLEX 50/125 15M           |LC-LC-15M       |  $29.95|EACH    |   0
?               |11804|CABLE FIBER 10G OM3 LC/LC MULTIMODE DUPLEX 50/125 3M            |LC-LC3M         |  $19.95|EACH    |   0
?               |15771|CABLE FIBER 10G OM4 LC/LC MULTIMODE DUPLEX 50/125 1M            |LC/LC1M-OM4     |  $12.18|EACH    |   0
?               |15761|CABLE FIBER 10G OM4 LC/LC MULTIMODE DUPLEX 50/125 2M            |LC/LC2M-OM4     |  $12.66|EACH    |   0
GCFAZCL02       |10953|CABLE FIBER LC-SC MULTIMODE DUPLEX PATCH CORD 2M                |LC-SC2M         |  $23.95|EACH    |   3
?               |13269|CABLE FIBER LC-SC SINGLEMODE DUPLEX PATCH CORD 3M               |LC-SC-SM-3M     |  $11.52|EACH    |   0
?               |15807|CABLE FIBER LC/LC SINGLEMODE DUPLEX 9/125 1M                    |LC-LC-SM-1M     |  $13.89|EACH    |   0
?               |15760|CABLE FIBER LC/LC SINGLEMODE DUPLEX 9/125 2M                    |LC-LC2M-SINGLE  |  $12.12|EACH    |   0
?               |14818|CABLE FIBER OM4 40/100GB DUPLEX MULTIMODE 50/125 LC/LC 10M      |LC/LC-OM4-10M   |  $29.95|EACH    |   0
?               |15701|CABLE FIBER OM4 40/100GB DUPLEX MULTIMODE 50/125 LC/LC 3M       |LC/LC-OM4-3M    |  $19.95|EACH    |   2
?               |14899|CABLE FIBER OM4 40/100GB DUPLEX MULTIMODE 50/125 LC/LC 7M       |LC/LC-OM4-7M    |  $29.95|EACH    |   0
A02030DW3FB/1TC/| 5877|CABLE FIBER OPTIC DUPLEX 62.5/125MICRON TIGHT BUFFER            |A02030DW3FB/1T  |   $1.00|FOOT    | 300
FFC6P2R100F     | 5879|CABLE FIBER OPTIC FDDI-FDDI 100FT                               |FFC6P2R100F     | $110.00|EACH    |   0


Complete Listing of Engineering Electronics Shop Catalog             Page 1 OF 215         created on : 2018-02-20 18:00:00.716
 (with current #In Stock and Price for each part shown) 

MFG#            |CAT# |DESCRIPTION                                                     |TYPE#           |PRICE   |UNIT    |#IN

FFC6P2R070F     | 5878|CABLE FIBER OPTIC FDDI-FDDI 70 FT.                              |FFC6P2R070F     | $110.00|EACH    |   0
501232-6        | 5876|CABLE FIBER OPTIC PLASTIC                                       |501232-6        |   $1.00|FOOT    | 310
GCFAZCC01       |12076|CABLE FIBER SC-SC MULTIMODE DUPLEX PATCH CORD 1M                |SC-SC1M         |  $17.00|EACH    |   2
?               |16010|CABLE FIBER SC-SC SINGLEMODE DUPLEX PATCH CORD 1M               |SC-SC-SM-1M     |   $9.01|EACH    |   0
3302/20         | 5931|CABLE FLAT 20 CONDUCTOR 28 AWG COLORED                       MUL|3302/20         |   $1.00|FOOT    | 257
191-2801-120    | 8838|CABLE FLAT 20 CONDUCTOR 28 AWG GRAY                             |RC20            |   $0.40|FOOT    |  60
3302/26         | 5921|CABLE FLAT 26 CONDUCTOR 28 AWG COLORED                          |3302/26         |   $1.15|FOOT    |  14
191-2801-126    | 5922|CABLE FLAT 26 CONDUCTOR 28 AWG GRAY                             |3365/26         |   $0.72|FOOT    | 104
3302/34         | 5920|CABLE FLAT 34 CONDUCTOR 28 AWG COLORED                          |3302/34         |   $1.50|FOOT    |  15
3365/34         | 5932|CABLE FLAT 34 CONDUCTOR 28 AWG GRAY                             |3365/34         |   $0.75|FOOT    | 134
???             | 8005|CABLE FLAT 34 CONDUCTOR 28 AWG SIX FOOT LENGHT                  |3302/34-6FOOT   |   $6.00|EACH    |  10
135-2801-040    | 5924|CABLE FLAT 40 CONDUCTOR 28 AWG COLORED                          |3302/40         |   $1.55|FOOT    |  83
3365/40         | 5925|CABLE FLAT 40 CONDUCTOR 28 AWG GRAY                             |3365/40         |   $1.00|FOOT    |  28
57040-6         | 5926|CABLE FLAT 50 CONDUCTOR 28 AWG GRAY                             |57040-6         |   $1.20|FOOT    |  52
3365/10         |13507|CABLE FLAT RIBBON 10 CONDUCTOR 28AWG GRAY                       |RC10G           |   $0.29|FOOT    | 243
191-2801-114    |12357|CABLE FLAT RIBBON 14 CONDUCTOR 28AWG GRAY                       |RC14G           |   $0.30|FOOT    |  36
3365/16         |13752|CABLE FLAT RIBBON 16 CONDUCTOR 28AWG GRAY                       |RC16G           |   $0.40|EACH    | 231
?               |11428|CABLE FLAT RIBBON 50 CONDUCTOR 28 AWG COLORED                   |FC50COLOR       |   $1.70|FOOT    |  85
?               |14852|CABLE FLAT RIBBON IDC 10P TO 10P 36"-LONG                       |CAB-IDC-10P-36  |   $3.20|EACH    | 130
843-159-2801-025| 5900|CABLE FLAT SHIELDED 25 CONDUCTOR IN ROUND JACKET  28 AWG        |843-159-2801-0  |   $2.00|FOOT    |  72
3659-25         | 5928|CABLE FLAT SHIELDED 25 CONDUCTOR IN ROUND JACKET 28 AWG         |3659/25         |   $2.50|FOOT    |  37
3659-40         | 5930|CABLE FLAT SHIELDED 40 CONDUCTOR IN ROUND JACKET  28 AWG        |3659/40         |   $3.00|FOOT    | 113
843-159-2801-050| 5901|CABLE FLAT SHIELDED 50 CONDUCTOR IN ROUND JACKET            MULT|CAF25C2IRJ      | $172.15|SPOOL   |   0
?               |16158|CABLE HDMI FLAT FPV DUAL UP-ANGLED 90 DEGREE 20CM               |HDMI-CAB-FL-RA  |   $0.00|EACH    |   1
                | 6739|CABLE HDW LACING BLACK FLAT                                     |805036B         |  $26.03|SPOOL   |   0
3490-4          | 7710|CABLE HDW WIRE MARKERS FLAT PULL TAB                            |3490-4          |   $0.50|EACH    |  17
782909-01       |15365|CABLE HIGH SPEED USB MICRO 1-METER NI #782909-01                |NI-USB-MIC-1M   |   $0.00|EACH    |   0
?               |15449|CABLE IEC DETACHABLE POWER SUPPLY CORD C13 16/3 15' 13A BLACK   |CORD -16/3-15'  |  $13.95|EACH    |   8
?               |13301|CABLE IEC DETACHABLE POWER SUPPLY CORD C13 18-3 12' 10A BLACK   |CORD18/3-12'    |   $6.00|EACH    |   3
?               | 5002|CABLE INST BNC MALE TO DUAL ALLIGATOR CLIP                      |BNCALCP         |   $5.00|EACH    |  10
?               | 9543|CABLE INST BNC MALE TO MICRO GRABBER/IC TEST HOOK 36"           |BNC-MICRO-GRBR  |   $6.95|EACH    |  10
11463C-60       | 5003|CABLE INST BNC MALE TO MINI GRABBER 39"                         |11463           |   $4.13|EACH    |   0
?               | 4948|CABLE INST BNC MALE TO TEST CLIPS 3'                            |BNC-TC          |   $5.00|EACH    |   7
?               |11551|CABLE INST BNC MALE-MALE RG58 50 OHM 10'                        |BNC-10'         |   $6.00|EACH    |  11
?               |14355|CABLE INST BNC MALE-MALE RG58 50OHM 15'                         |CAB-BNC-50-15'  |  $16.00|EACH    |   0
174-0967-00     | 5337|CABLE INST PROBE 39OHM 1.5M                                     |174-0967-00     |  $26.00|EACH    |   6
?               |11420|CABLE INST RG59 75 OHM BNC 12'                                  |CBNC5912        |   $5.00|EACH    |   8
3782-36-0       | 6076|CABLE INST STACKING BANANA PLUG TO MINIGRABBER BLACK 36"        |3782-36-0       |   $7.95|EACH    |   6
?               | 5006|CABLE INSTRUMENT BNC MALE-MALE RG58 50-OHM 3'                   |CABM36"50O      |   $4.00|EACH    |  22
?               |14366|CABLE INSTRUMENT BNC MALE-MALE RG58 50OHM 100'                  |CAB-BNC50-100'  |  $17.95|EACH    |   3
?               |11006|CABLE INSTRUMENT BNC MALE-MALE RG58 50OHM 25'                   |CABBNC50-25'    |  $10.00|EACH    |   4
?               |14365|CABLE INSTRUMENT BNC MALE-MALE RG58 50OHM 50'                   |CAB-BNC50-50'   |  $13.00|EACH    |   3
2249-C-24       |14042|CABLE INSTRUMENT BNC MALE-MALE RG58C 50-OHM POMONA #2249-C24 2' |2249-C-24       |  $21.00|EACH    |   0
35508           |13489|CABLE IPOD DOCK CONNECTOR TO 3.5MM PLUG 4' CORD                 |IPOD-CONN-3.5   |  $18.38|EACH    |   0
?               |14512|CABLE KIT BANANA TO ALLIGATOR TEST LEAD 36" 1-RED 1-BLK         |BAN-ALLIGATOR2  |   $2.00|EACH    |  12
??              |10358|CABLE KIT BANANA TO ALLIGATOR TEST LEAD MOLDED 36" 1-RED 1-BLK  |BAN-ALL3'       |   $4.95|EACH    |  16
?               |11877|CABLE LAMP ZIP CORD 2 COND 18AWG WHITE                          |ZIPCORD18       |   $0.30|FOOT    | 251
?               |10970|CABLE LAPTOP THINKPAD 'Y' CABLE PS/2 1 MALE 2 FEMALE            |THINKPAD"Y"     |   $4.50|EACH    |   4
TDE-206XX       |15578|CABLE LEAD WIRE W/ELECTRODE SNAP CLIP TO MEDSAFE 1.5MM DIN BLACK|LEAD-ELECTRODE  |  $16.95|EACH    |   0
TDE-206XX       |15580|CABLE LEAD WIRE W/ELECTRODE SNAP CLIP TO MEDSAFE 1.5MM DIN GREEN|LEAD-ELECTRODE  |  $16.95|EACH    |   0
TDE-206XX       |15579|CABLE LEAD WIRE W/ELECTRODE SNAP CLIP TO MEDSAFE 1.5MM DIN RED  |LEAD-ELECTRODE  |  $16.95|EACH    |   0
TDE-206XX       |15581|CABLE LEAD WIRE W/ELECTRODE SNAP CLIP TO MEDSAFE 1.5MM DIN WHITE|LEAD-ELECTRODE  |  $16.95|EACH    |   0
KLB-350A-RT     |13439|CABLE LOCK KURLY TWIST ADHESIVE BACKED .30"-.40" CABLE BUNDLE   |TWIST-TIE-BACK  |   $0.25|EACH    |  51
MP175-C         | 5501|CABLE MARKER PLATE FOUR HOLE 1.75X.75                           |MP175-C         |   $0.40|EACH    |  49
?               |14881|CABLE MINI DISPLAYPORT TO DISPLAYPORT 6'                        |CAB-DP-MINI-DP  |   $8.95|EACH    |   8
9504C           | 9827|CABLE NETWORK 10 BASE-T 4 PR LEVEL 5 AWG24                  MULT|9504C           |   $0.50|FOOT    |   0
1583A-LT BLUE   | 9917|CABLE NETWORK 10 BASE-T 4 PR WO/SHIELD 24 AWG SOLID CAT5 BLUE   |1583ABL         |   $0.15|FOOT    |   0
M54523          | 7986|CABLE NETWORK 8 PAIR SIAMESE 24AWG SOLID 4P/4P              MULT|M54523          |   $1.00|FOOT    | 420
?               |13382|CABLE NETWORK CAT5E 350MHZ 4-PAIR UTP 24AWG PVC-JACKET BLUE     |CAT5E-BULK-BL   |   $0.25|EACH    | 574


Complete Listing of Engineering Electronics Shop Catalog             Page 1 OF 215         created on : 2018-02-20 18:00:00.733
 (with current #In Stock and Price for each part shown) 

MFG#            |CAT# |DESCRIPTION                                                     |TYPE#           |PRICE   |UNIT    |#IN

?               |13381|CABLE NETWORK CAT5E 350MHZ 4-PAIR UTP 24AWG PVC-JACKET GRAY     |CAT5E-BULK-GY   |   $0.25|EACH    |1280
?               |13267|CABLE NETWORK CAT6 4-PAIR UTP 24AWG PVC-JACKET                  |CAT6-BULK       |   $0.35|FOOT    | 750
1227A1          | 5830|CABLE NETWORK WO/SHIELD 10 BASE-T 2 PAIRS 24 AWG SOLID CAT 4    |1227A           |   $0.50|FOOT    | 882
1583A           | 5835|CABLE NETWORK WO/SHIELD 10 BASE-T 4 PAIRS 24 AWG SOLID CAT 5    |1583A           |  $69.25|SPOOL   |   0
1583A           | 5832|CABLE NETWORK WO/SHIELD 10 BASE-T 4 PAIRS 24 AWG SOLID CAT5 GRAY|1583A           |   $0.58|FOOT    |   0
EES-OPTIC1      | 6337|CABLE OPTIC CONNECTOR TERMINATION ST                            |EES-OPTIC1      |  $30.00|EACH    |   0
?               |11700|CABLE ORINOCO AP-600/4000 RECIEVER PIGTAIL ALPROX TO 'N' MALE   |ORINOCO600CBL   |  $26.53|EACH    |   0
?               |11706|CABLE ORINOCO/AVAYA MC-CARD TO 'N' MALE PIGTAIL 19"             |MC-CARD-'N'M    |  $26.53|EACH    |   0
?               |15303|CABLE OTG ON-THE-GO USB-FEMALE TO MICRO-USB-MALE 5"             |OTG-USB-MICRO   |   $1.95|EACH    |  26
                | 5818|CABLE PAIR 12 22 AWG STRANDED GRAY JACKET                       |9747            |   $5.75|FOOT    |  44
?               |10692|CABLE PHONO RCA EXTENSION M'F 6'                                |RCAEXT          |   $4.00|EACH    |   0
?               |10693|CABLE PHONO RCA FEMALE-FEMALE 6'                                |RCAFF6'         |   $3.77|EACH    |   0
278-1261        | 9282|CABLE POWER 125VAC 10A 12' 3-WIRE NEMA PLUG TO CEE CONNECTOR    |1261            |   $8.39|EACH    |   0
?               |14650|CABLE POWER ADAPTER USB TO DC BARREL CONNECTOR .7MMX2.35MM      |PWR-USB-.7MM    |   $6.00|EACH    |   4
?               |14649|CABLE POWER ADAPTER USB TO DC BARREL CONNECTOR 2.1X5.5MM 3FT    |PWR-USB-2.1MM   |   $5.00|EACH    |   9
29139-180       |15735|CABLE POWER CORD 10/3 15' L630 PLUG 30A                         |L630-CORD-15FT  |  $44.95|EACH    |   0
14/3SEOW        | 4893|CABLE POWER CORD 12-3 SO RUBBER COVERED                         |12-3SO          |   $1.00|EACH    |   9
???             | 9761|CABLE POWER CORD 12/4 SJEOOW THERMOPLASTIC RUBBER COVERED BLACK |12-4 CORDAGE    |   $1.50|FOOT    |  98
VCP-23120-CB    | 4886|CABLE POWER CORD 14-3 6'7" SJT BLACK MOLDED PLUG                |23120-CB        |   $2.76|EACH    |   0
17516           | 4883|CABLE POWER CORD 14-3 6'7" SJT BLACK MOLDED PLUG                |17516           |   $5.95|EACH    |   0
?               |14686|CABLE POWER CORD 14-3 8' 5-15P MOLDED PLUG 15A                  |PWR-CORD14/3-8  |   $7.50|EACH    |   9
17504C          | 4881|CABLE POWER CORD 14-3 APPROX. 6' SJT MOLDED PLUG USED           |17504C          |   $4.83|EACH    |   0
???             | 5860|CABLE POWER CORD 14-3 SJO RUBBER COVERED                        |14-3SO          |   $1.00|FOOT    | 105
311027-01       |11072|CABLE POWER CORD 14/3 3M 9'10" 15A BLACK                        |CORD14/3        |  $11.95|EACH    |   2
